system:index,date,location,rainfall_mm,.geo
20200925,2020-09-25,Quang Tri,0.032141061212650576,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200926,2020-09-26,Quang Tri,0.022334375143103213,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200927,2020-09-27,Quang Tri,2.1981270576999674,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200928,2020-09-28,Quang Tri,4.583004864995823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200929,2020-09-29,Quang Tri,11.751863047804518,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200930,2020-09-30,Quang Tri,1.5805511400486667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201001,2020-10-01,Quang Tri,7.244731877573411,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201002,2020-10-02,Quang Tri,25.493694792338907,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201003,2020-10-03,Quang Tri,31.115288004663412,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201004,2020-10-04,Quang Tri,10.043638999507897,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201005,2020-10-05,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201006,2020-10-06,Quang Tri,70.99781701731919,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201007,2020-10-07,Quang Tri,106.05064522727564,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201008,2020-10-08,Quang Tri,97.21522264120294,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201009,2020-10-09,Quang Tri,88.76098347598162,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201010,2020-10-10,Quang Tri,14.818143481999602,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201011,2020-10-11,Quang Tri,77.54951462192159,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201012,2020-10-12,Quang Tri,87.23628779573362,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201013,2020-10-13,Quang Tri,17.917049483908734,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201014,2020-10-14,Quang Tri,11.013861671004044,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201015,2020-10-15,Quang Tri,54.33745661482572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201016,2020-10-16,Quang Tri,83.53844309217612,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201017,2020-10-17,Quang Tri,83.06335589678916,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201018,2020-10-18,Quang Tri,75.41972169665752,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201019,2020-10-19,Quang Tri,60.643520682462615,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201020,2020-10-20,Quang Tri,52.14112266395425,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201021,2020-10-21,Quang Tri,18.042613636945397,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201022,2020-10-22,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201023,2020-10-23,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201024,2020-10-24,Quang Tri,35.62120797716435,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201025,2020-10-25,Quang Tri,58.899545245304935,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201026,2020-10-26,Quang Tri,3.8396656251370676,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201027,2020-10-27,Quang Tri,40.78527725582332,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201028,2020-10-28,Quang Tri,108.50929543499214,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201029,2020-10-29,Quang Tri,5.322621777258761,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201030,2020-10-30,Quang Tri,22.1763799244433,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201031,2020-10-31,Quang Tri,11.591330046963401,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201101,2020-11-01,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201102,2020-11-02,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201103,2020-11-03,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201104,2020-11-04,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201105,2020-11-05,Quang Tri,120.26490250000332,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201106,2020-11-06,Quang Tri,81.31706762358334,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201107,2020-11-07,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201108,2020-11-08,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201109,2020-11-09,Quang Tri,40.134650522449284,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201110,2020-11-10,Quang Tri,2.911252297283684,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201111,2020-11-11,Quang Tri,27.695791190472054,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201112,2020-11-12,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201113,2020-11-13,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201114,2020-11-14,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201115,2020-11-15,Quang Tri,190.37633832933153,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201116,2020-11-16,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201117,2020-11-17,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201118,2020-11-18,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201119,2020-11-19,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201120,2020-11-20,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201121,2020-11-21,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201122,2020-11-22,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201123,2020-11-23,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201124,2020-11-24,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201125,2020-11-25,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201126,2020-11-26,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201127,2020-11-27,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201128,2020-11-28,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201129,2020-11-29,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201130,2020-11-30,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201201,2020-12-01,Quang Tri,8.912143593525904,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201202,2020-12-02,Quang Tri,0.24177356852198797,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201203,2020-12-03,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201204,2020-12-04,Quang Tri,0.09043696115475634,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201205,2020-12-05,Quang Tri,0.0035133535432047814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201206,2020-12-06,Quang Tri,2.5530653499709217,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201207,2020-12-07,Quang Tri,7.497476705689091,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201208,2020-12-08,Quang Tri,3.707528632865412,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201209,2020-12-09,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201210,2020-12-10,Quang Tri,1.6434054307482662,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201211,2020-12-11,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201212,2020-12-12,Quang Tri,0.0034049172462108494,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201213,2020-12-13,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201214,2020-12-14,Quang Tri,6.016823257027036,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201215,2020-12-15,Quang Tri,12.741863163101014,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201216,2020-12-16,Quang Tri,11.927554814707744,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201217,2020-12-17,Quang Tri,7.311530449972077,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201218,2020-12-18,Quang Tri,8.464947182237914,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201219,2020-12-19,Quang Tri,17.03605866490409,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201220,2020-12-20,Quang Tri,18.574030905903417,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201221,2020-12-21,Quang Tri,4.000670196183093,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201222,2020-12-22,Quang Tri,1.526191585705905,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201223,2020-12-23,Quang Tri,0.7004662169417308,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201224,2020-12-24,Quang Tri,7.122785381775622,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201225,2020-12-25,Quang Tri,7.943791983327382,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201226,2020-12-26,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201227,2020-12-27,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201228,2020-12-28,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201229,2020-12-29,Quang Tri,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201230,2020-12-30,Quang Tri,23.747537078777146,"{""type"":""MultiPoint"",""coordinates"":[]}"
